word,av.distance,overlap,age,child p or d
smile,0.0,0,2,produced
real,1.0,0,2,produced
brown,0.0,0,2,produced
good,0.3333333333333333,0,2,produced
big,0.8316326530612245,0,2,produced
fat,1.0,0,2,produced
early,1.0,0,2,produced
gray,0.0,0,2,produced
fluff,0.0,0,2,produced
wooden,0.0,1,2,produced
large,0.0,1,2,produced
bag,0.0,0,2,produced
bad,0.11764705882352941,0,2,produced
fuzz,1.0,0,2,produced
small,0.0,0,2,produced
round,0.0,0,2,produced
mean,0.0,0,2,produced
heavy,0.0,0,2,produced
old,0.2857142857142857,1,2,produced
fair,1.0,0,2,produced
hard,0.0,0,2,produced
back,0.5,0,2,produced
bounce,0.0,0,2,produced
hair,0.0,0,2,produced
dear,1.0,0,2,produced
close,0.0,0,2,produced
blue,0.19047619047619047,1,2,produced
eensie,1.0,0,2,produced
purple,1.0,1,2,produced
sun,0.0,0,2,produced
jolly,1.0,0,2,produced
teeny,0.0,0,2,produced
stupid,1.0,0,2,produced
dutch,0.0,0,2,produced
new,0.07692307692307693,1,2,produced
red,0.09375,1,2,produced
noise,0.0,0,2,produced
posh,0.0,0,2,produced
dirt,0.0,0,2,produced
french,0.0,0,2,produced
merry,1.0,0,2,produced
precious,1.0,0,2,produced
strong,0.0,0,2,produced
dry,0.0,0,2,produced
great,1.0,0,2,produced
last,0.0,1,2,produced
quiet,0.0,0,2,produced
whole,1.0,0,2,produced
scare,0.0,0,2,produced
naughty,1.0,0,2,produced
love,1.0,0,2,produced
point,0.0,0,2,produced
weensie,0.0,0,2,produced
tiny,0.45,0,2,produced
open,0.6666666666666666,1,2,produced
little,0.46,0,2,produced
top,1.0,0,2,produced
long,0.14285714285714285,1,2,produced
next,0.0,0,2,produced
live,0.3333333333333333,0,2,produced
white,0.07407407407407407,1,2,produced
happy,0.8888888888888888,0,2,produced
shine,0.5,0,2,produced
clever,1.0,0,2,produced
brand,1.0,0,2,produced
squash,0.0,0,2,produced
sore,1.0,0,2,produced
bum,0.0,0,2,produced
kind,0.0,0,2,produced
fun,0.5714285714285714,0,2,produced
ripe,0.0,0,2,produced
sag,1.0,0,2,produced
fellow,0.0,0,2,produced
high,0.0,0,2,produced
juice,0.0,0,2,produced
fashioned,0.0,0,2,produced
ready,1.0,0,2,produced
sharp,1.0,0,2,produced
pink,0.8333333333333334,0,2,produced
huge,0.0,0,2,produced
itsy,1.0,0,2,produced
cross,0.0,0,2,produced
hot,0.5,0,2,produced
sick,1.0,0,2,produced
nice,0.9333333333333333,0,2,produced
poor,0.4074074074074074,0,2,produced
still,1.0,0,2,produced
pokey,0.0,0,2,produced
wrong,0.0,0,2,produced
bitsy,0.0,0,2,produced
tall,0.0,0,2,produced
squeak,0.0,0,2,produced
short,0.0,0,2,produced
light,1.0,0,2,produced
flop,0.0,0,2,produced
hungry,0.0,0,2,produced
green,0.07142857142857142,1,2,produced
fresh,0.5,0,2,produced
