adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,age,strings
blue,68,color,0.346666667,sub,-0.12719987,0.150646684,0.058370309,0.185570178,2,"big blue ,big blue ,nice blue ,nice blue ,blue red ,big blue ,big blue ,nice blue ,big blue ,big blue ,big blue ,blue red ,blue red ,big blue ,nice blue ,nice blue ,blue red ,blue red ,blue red ,big blue ,big blue ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,little blue ,big blue ,big blue ,nice blue ,little blue ,nice blue ,nice blue ,nice blue ,little blue ,nice blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,nice blue ,nice blue ,big blue ,blue red ,big blue ,blue red ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,blue red ,big blue ,nice blue ,little blue ,pretty blue ,red blue ,red blue ,red blue ,blue grey ,little blue ,pretty blue ,little blue ,big blue ,little blue ,pretty blue ,"
huge,5,dimension,0.624285714,input,1.09E-05,0.017817948,1.28E-05,1.94E-06,2,"huge dirty ,big huge ,big huge ,big huge ,pretty huge ,"
little,471,dimension,0.413571429,lexical,0.021646683,0.009723343,0.021647356,6.73E-07,2,"little tiny ,bad little ,tiny little ,chubby little ,chubby little ,chubby little ,little flat ,nice little ,cute little ,little green ,little green ,little sharp ,poor little ,good little ,awful little ,fun little ,neat little ,nice little ,nice little ,awful little ,neat little ,nice little ,nice little ,little yellow ,good little ,great little ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,nice little ,little round ,tiny little ,tiny little ,poor little ,small little ,great little ,cute little ,nice little ,great little ,nice little ,great little ,little yellow ,little yellow ,little red ,little white ,little green ,little yellow ,little yellow ,little red ,little red ,little green ,little red ,little pink ,little green ,little yellow ,little wooden ,nice little ,little yellow ,little white ,little yellow ,little yellow ,little yellow ,little green ,little wooden ,little red ,little yellow ,little yellow ,little red ,little red ,little green ,little red ,proper little ,little wooden ,little wooden ,little wooden ,little green ,little red ,little yellow ,little yellow ,little yellow ,little yellow ,nice little ,nice little ,little red ,little red ,little yellow ,little red ,little red ,little green ,little blue ,little red ,little plastic ,little red ,little blue ,little plastic ,little yellow ,little blue ,little plastic ,little wooden ,little yellow ,little yellow ,little green ,little yellow ,little yellow ,little plastic ,little yellow ,little red ,little red ,little brown ,proper little ,little red ,little red ,little yellow ,little plastic ,little green ,proper little ,nice little ,little red ,little yellow ,little green ,little red ,nice little ,poor little ,little yellow ,little yellow ,little wooden ,nice little ,little yellow ,little yellow ,nice little ,little yellow ,little wooden ,little green ,little red ,nice little ,little wooden ,little white ,little wooden ,little white ,little white ,little red ,little green ,little green ,little wool ,little brown ,little yellow ,little red ,little green ,little yellow ,little yellow ,little red ,little pink ,little red ,little red ,little yellow ,little yellow ,little yellow ,little yellow ,little yellow ,little yellow ,little yellow ,little green ,little green ,little green ,little white ,little yellow ,little green ,little green ,little yellow ,little yellow ,nice little ,little yellow ,proper little ,proper little ,proper little ,little east ,proper little ,little green ,nice little ,little red ,little red ,little red ,little yellow ,smart little ,neat little ,little sad ,little tiny ,little empty ,nice little ,nice little ,good little ,nice little ,nice little ,good little ,nice little ,horrible little ,cute little ,dirty little ,horrible little ,little tiny ,little red ,clean little ,clean little ,little green ,fun little ,little green ,little green ,little green ,poor little ,little square ,little teeny ,little white ,poor little ,little teeny ,little french ,little french ,little white ,poor little ,little white ,little teeny ,little teeny ,little teeny ,little weird ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,poor little ,little tiny ,little teeny ,little tiny ,little tiny ,little tiny ,little tiny ,poor little ,little black ,nice little ,poor little ,little brown ,tiny little ,poor little ,poor little ,poor little ,little tiny ,tiny little ,little blue ,little yellow ,stupid little ,little tiny ,pretty little ,little wooden ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little empty ,nice little ,little dirty ,little red ,poor little ,nice little ,nice little ,nice little ,pretty little ,little tiny ,little tiny ,little tiny ,little short ,poor little ,little old ,small little ,small little ,nice little ,pretty little ,happy little ,little old ,nice little ,little tiny ,nice little ,nice little ,naughty little ,naughty little ,nasty little ,vicious little ,little grey ,poor little ,poor little ,poor little ,poor little ,poor little ,chubby little ,nice little ,naughty little ,fun little ,little red ,naughty little ,beautiful little ,nice little ,horrible little ,poor little ,fun little ,poor little ,poor little ,little grey ,beautiful little ,little tiny ,good little ,little tiny ,little hot ,pretty little ,pretty little ,pretty little ,little red ,little red ,little red ,little tiny ,pretty little ,little tiny ,little tiny ,little dutch ,pretty little ,pretty little ,little hot ,little tiny ,poor little ,clever little ,clever little ,little tiny ,little tiny ,little green ,clever little ,little gentle ,sharp little ,little tiny ,clever little ,nice little ,good little ,good little ,little old ,little tiny ,little red ,little red ,little red ,first little ,first little ,first little ,first little ,little tiny ,wrong little ,little tiny ,little tiny ,little fancy ,little fancy ,clever little ,little red ,little red ,little tiny ,nasty little ,tiny little ,little old ,little white ,poor little ,nice little ,little tiny ,nice little ,nice little ,little teeny ,little tiny ,tiny little ,little red ,little blue ,little red ,little old ,little tiny ,little red ,pretty little ,tiny little ,fun little ,little brown ,good little ,little black ,cute little ,nice little ,fun little ,nice little ,little wooden ,poor little ,poor little ,poor little ,little wooden ,poor little ,little wooden ,poor little ,little wooden ,poor little ,poor little ,little wooden ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,nice little ,little tiny ,little blue ,white little ,new little ,nice little ,nice little ,new little ,new little ,new little ,new little ,little tiny ,new little ,new little ,little tiny ,little black ,little black ,little tiny ,little black ,sweet little ,sweet little ,little wooden ,cute little ,new little ,nice little ,little black ,cute little ,little brown ,little tiny ,little tiny ,little tiny ,little red ,cute little ,regular little ,new little ,regular little ,little white ,cute little ,cute little ,little tiny ,regular little ,little blue ,little wooden ,new little ,cute little ,regular little ,little red ,regular little ,little tiny ,nice little ,little brown ,little red ,little brown ,little round ,little black ,nice little ,little brown ,white little ,little wooden ,nice little ,smart little ,little east ,nice little ,little red ,little tiny ,"
eensie,3,dimension,0.7175,input,-0.006290696,0.134933814,0.000137358,0.006428053,2,"eensie weensie ,eensie weensie ,eensie weensie ,"
fair,N/A,human,0.634166667,N/A,0,0.25,0.25,0.25,2,
wee,36,dimension,0.762857143,sub,-0.123099031,0.022369545,0.015883707,0.138982739,2,"gorgeous wee ,bright wee ,awful wee ,wee high ,good wee ,wee quick ,awful wee ,wee hungry ,poor wee ,wee tiny ,good wee ,poor wee ,wee tiny ,awful wee ,good wee ,awful wee ,wee tiny ,wee old ,wee old ,wee old ,wee tiny ,wee red ,good wee ,awful wee ,wee tiny ,wee second ,wee second ,wee old ,wee tiny ,awful wee ,wee tiny ,good wee ,wee red ,wee red ,wee red ,wee tiny ,"
itsy,1,dimension,0.656666667,input,-0.110245891,0.31640625,0.093321453,0.203567344,2,"itsy bitsy ,"
purple,4,color,0.2405,input,0.023109601,0.5,0.109260833,0.086151232,2,"red purple ,red purple ,purple red ,purple pink ,"
haired,N/A,material,0.324615385,N/A,0,0.5,0.5,0.5,2,
top,N/A,location,0.135714286,N/A,0,0.5,0.5,0.5,2,
hot,5,physical,0.403,input,-0.019118606,0.840277778,0.472524789,0.491643395,2,"nice hot ,nice hot ,little hot ,little hot ,mean hot ,"
long,40,dimension,0.556428571,sub,-0.033389438,0.037120172,0.039060206,0.072449644,2,"pretty long ,big long ,nice long ,nice long ,good long ,good long ,good long ,good long ,good long ,jolly long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,long slow ,big long ,pretty long ,big long ,big long ,great long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,pretty long ,"
next,4,temporal,0.281,input,-0.118743923,0.81,0.637284111,0.756028034,2,"back next ,old next ,cross next ,cross next ,"
teeny,11,dimension,0.531818182,input,-0.081076478,0.625,0.447112928,0.528189406,2,"teeny tiny ,teeny tiny ,teeny tiny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,teeny weeny ,"
live,N/A,human,0.174615385,N/A,0,0.5,0.5,0.5,2,
black,39,color,0.269,input,0,0.9875,0.89544282,0.89544282,2,"big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,little black ,big black ,big black ,big black ,good black ,big black ,big black ,big black ,big black ,little black ,big black ,little black ,little black ,little black ,little black ,pretty black ,little black ,"
pretty,76,value,0.863333333,lexical,0.005419572,0.000751749,0.006366791,0.000947219,2,"pretty heavy ,pretty good ,gentle pretty ,pretty short ,pretty long ,pretty loud ,gentle pretty ,pretty wild ,pretty silly ,pretty wild ,pretty neat ,pretty silly ,pretty good ,pretty hard ,pretty big ,pretty big ,pretty hard ,pretty good ,pretty long ,pretty good ,pretty little ,pretty new ,pretty good ,pretty good ,pretty little ,pretty blue ,pretty little ,pretty huge ,pretty little ,pretty little ,pretty little ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,nice pretty ,nice pretty ,pretty good ,pretty wild ,pretty big ,pretty nice ,pretty nice ,pretty big ,pretty good ,pretty small ,pretty good ,pretty little ,pretty good ,pretty good ,pretty neat ,pretty quick ,pretty good ,pretty good ,pretty good ,pretty hard ,pretty hard ,pretty blue ,pretty big ,pretty fun ,pretty fun ,pretty new ,pretty black ,pretty big ,pretty blue ,pretty big ,pretty big ,pretty big ,pretty long ,pretty big ,pretty big ,"
dutch,1,nationality,0.383333333,lexical,0.278221015,0.75,0.998472246,0.720251231,2,"little dutch ,"
orange,12,color,0.301538462,sub,-0.038652372,0.136768671,0.30695763,0.345610002,2,"big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,brown orange ,big orange ,"
new,48,age,0.265,sub,-0.047009084,0.000671482,0.203585717,0.250594802,2,"new young ,new young ,new clean ,new clean ,new young ,new young ,new young ,nice new ,fancy new ,new clean ,new clean ,new clean ,new young ,new clean ,new clean ,new young ,nice new ,nice new ,nice new ,smart new ,smart new ,smart new ,big new ,pretty new ,new red ,clean new ,happy new ,new sleepy ,happy new ,new sleepy ,new sleepy ,nice new ,nice new ,nice new ,nice new ,new short ,new big ,new little ,new little ,new little ,new little ,new little ,new little ,new little ,new little ,pretty new ,new little ,new little ,"
white,28,color,0.281428571,lexical,0.055183162,0.103013324,0.221317749,0.166134587,2,"little white ,white fluffy ,big white ,big white ,nice white ,nice white ,little white ,white fluffy ,big white ,big white ,big white ,little white ,little white ,little white ,big white ,big white ,little white ,big white ,little white ,little white ,little white ,little white ,nice white ,nice white ,white little ,big white ,little white ,white little ,"
red,122,color,0.174166667,lexical,0.11754154,0.016320574,0.127067567,0.009526027,2,"blue red ,nice red ,bright red ,little red ,little red ,nice red ,little red ,little red ,blue red ,blue red ,nice red ,little red ,little red ,nice red ,blue red ,blue red ,little red ,little red ,small red ,blue red ,small red ,little red ,big red ,little red ,little red ,nice red ,red purple ,little red ,little red ,small red ,nice red ,little red ,small red ,small red ,little red ,little red ,little red ,nice red ,nice red ,nice red ,little red ,little red ,small red ,little red ,little red ,nice red ,big red ,nice red ,little red ,little red ,big red ,blue red ,little red ,nice red ,blue red ,little red ,nice red ,little red ,little red ,small red ,nice red ,nice red ,red purple ,small red ,blue red ,big red ,big red ,nice red ,nice red ,little red ,little red ,little red ,little red ,big red ,big red ,wee red ,wee red ,wee red ,wee red ,big red ,big red ,purple red ,little red ,new red ,bright red ,nice red ,little red ,bright red ,little red ,little red ,little red ,big red ,big red ,big red ,red blue ,red blue ,red blue ,big red ,little red ,little red ,little red ,big red ,big red ,big red ,big red ,little red ,little red ,big red ,big red ,little red ,little red ,little red ,big red ,big red ,big red ,big red ,little red ,little red ,little red ,little red ,big red ,big red ,"
happy,6,human,0.43,input,-0.000499695,0.355334198,3.63E-05,0.000536017,2,"happy first ,happy first ,happy first ,happy little ,happy new ,happy new ,"
poor,40,value,0.53,sub,-0.133438015,2.98E-25,1.14E-08,0.133438026,2,"poor polar ,poor little ,poor little ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor wee ,poor wee ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,"
pink,6,color,0.1075,lexical,8.22E-05,1.04E-05,8.22E-05,4.32E-08,2,"fun pink ,little pink ,fluffy pink ,little pink ,fluffy pink ,purple pink ,"
clever,5,human,0.640909091,input,-0.122370612,0.647227849,0.000497189,0.122867801,2,"clever little ,clever little ,clever little ,clever little ,clever little ,"
posh,N/A,value,0.654666667,N/A,0,0.125,0.125,0.125,2,
big,504,dimension,0.691666667,sub,-0.004605307,0.003750537,2.11E-17,0.004605307,2,"good big ,nice big ,nice big ,big sad ,big sad ,big sad ,big long ,big french ,big heavy ,great big ,great big ,big comfy ,big comfy ,big comfy ,big comfy ,great big ,big comfy ,nice big ,big strong ,great big ,great big ,big brown ,big brown ,big strong ,big blue ,big blue ,beautiful big ,nice big ,nice big ,big strong ,big brown ,beautiful big ,beautiful big ,big brown ,big fluffy ,big fluffy ,big fluffy ,big black ,big black ,beautiful big ,big brown ,big brown ,big orange ,big blue ,big blue ,big french ,big strong ,beautiful big ,nice big ,great big ,big strong ,big strong ,big white ,big white ,beautiful big ,nice big ,big strong ,big orange ,big blue ,big blue ,big blue ,big orange ,big fluffy ,big strong ,big strong ,big strong ,nice big ,nice big ,nice big ,big strong ,big blue ,big orange ,big brown ,big brown ,big strong ,big strong ,big strong ,nice big ,big black ,big brown ,big brown ,big brown ,great big ,big round ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big round ,big brown ,big strong ,big black ,big brown ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big strong ,big strong ,big black ,big strong ,big strong ,big strong ,big green ,big brown ,big brown ,big strong ,big blue ,big blue ,big blue ,big strong ,beautiful big ,big fluffy ,big red ,big blue ,beautiful big ,big blue ,big orange ,big white ,big blue ,nice big ,big black ,beautiful big ,nice big ,nice big ,big blue ,big strong ,big brown ,big brown ,big brown ,nice big ,nice big ,big black ,big blue ,big fluffy ,big brown ,big strong ,big black ,beautiful big ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big white ,big brown ,big brown ,big yellow ,big round ,big blue ,big black ,beautiful big ,big strong ,big last ,big last ,beautiful big ,big french ,big fluffy ,big brown ,nice big ,big strong ,big fluffy ,big black ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big white ,big strong ,nice big ,big fluffy ,big french ,big french ,big black ,big red ,nice big ,big fluffy ,beautiful big ,nice big ,big black ,beautiful big ,big round ,big brown ,big brown ,big strong ,big black ,big black ,big fluffy ,big fluffy ,nice big ,nice big ,big tall ,big wool ,big fluffy ,beautiful big ,big black ,big red ,big strong ,big blue ,big round ,big white ,big fluffy ,big brown ,nice big ,big blue ,big strong ,big yellow ,beautiful big ,big green ,nice big ,big strong ,big white ,big strong ,nice big ,good big ,big brown ,good big ,big brown ,big brown ,big old ,big brown ,big orange ,big blue ,big blue ,beautiful big ,big strong ,big strong ,nice big ,big brown ,big brown ,big brown ,big brown ,big huge ,great big ,big grey ,big orange ,big gold ,big gold ,big strong ,big strong ,big orange ,big strong ,big red ,big black ,big yellow ,big red ,big black ,big huge ,big brown ,big yellow ,big green ,big brown ,beautiful big ,big black ,big white ,big black ,big green ,big huge ,big orange ,big orange ,big french ,big bad ,big bad ,big bad ,big bad ,big fluffy ,big strong ,big blue ,big brown ,good big ,big brown ,big brown ,big brown ,big brown ,nice big ,big brown ,big brown ,big brown ,big yellow ,good big ,big fat ,great big ,nice big ,big long ,big steep ,big long ,great big ,big tall ,big long ,big tall ,big long ,big long ,big long ,big loud ,pretty big ,pretty big ,big red ,great big ,great big ,great big ,big brown ,big brown ,big red ,big long ,big black ,big long ,big long ,nice big ,big black ,big black ,big brown ,big long ,big bad ,big bad ,big bad ,great big ,big old ,big new ,big old ,big bad ,big bad ,big bad ,big old ,big old ,big old ,great big ,big old ,big red ,big red ,nice big ,big bad ,big long ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,nice big ,nice big ,big old ,great big ,great big ,big fat ,big fat ,big fierce ,big fierce ,nice big ,big fat ,great big ,nice big ,big bad ,big bad ,big red ,big red ,big red ,big long ,big long ,big fat ,big long ,big fat ,big fat ,big fat ,big fat ,big fat ,great big ,big bad ,big bad ,big red ,great big ,big fat ,big long ,big long ,big fat ,big long ,big smiley ,mean big ,big fat ,big black ,big black ,big black ,big long ,big fat ,big long ,big long ,big long ,big long ,great big ,big red ,big red ,big red ,big red ,great big ,great big ,great big ,great big ,big red ,nice big ,big fat ,big long ,big long ,big fat ,nice big ,great big ,great big ,big fat ,big grey ,great big ,big black ,big long ,big heavy ,big tall ,big heavy ,big heavy ,big heavy ,big heavy ,pretty big ,great big ,pretty big ,big red ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big brown ,big brown ,big fat ,big fat ,big bad ,big bad ,new big ,big hard ,great big ,big black ,big round ,great big ,big blue ,big white ,big red ,big red ,big red ,great big ,great big ,pretty big ,beautiful big ,big tall ,big long ,big nasty ,big red ,great big ,great big ,great big ,great big ,pretty big ,big nasty ,pretty big ,pretty big ,great big ,pretty big ,great big ,great big ,big nasty ,big yellow ,pretty big ,great big ,big soft ,big rough ,big red ,pretty big ,big old ,big orange ,awful big ,big red ,big yellow ,"
first,9,temporal,0.141818182,input,0.039224554,0.4225,0.040478015,0.001253461,2,"happy first ,happy first ,happy first ,first square ,first good ,first little ,first little ,first little ,first little ,"
french,8,nationality,0.278888889,lexical,0.129657989,0.944444444,0.99965969,0.870001702,2,"big french ,big french ,big french ,big french ,big french ,big french ,little french ,little french ,"
early,N/A,temporal,0.628,N/A,0,0.25,0.25,0.25,2,
fun,14,value,0.872857143,input,0.010110723,0.02604762,0.011430785,0.001320062,2,"fun little ,fun pink ,fun little ,fun old ,fun old ,fun old ,fun old ,fun little ,fun old ,fun little ,fun little ,fun little ,pretty fun ,pretty fun ,"
wrong,1,value,0.452222222,sub,-0.525886946,0.25,0.131556612,0.657443558,2,"wrong little ,"
bitsy,1,dimension,0.66,input,0.028579145,0.31640625,0.04002823,0.011449085,2,"itsy bitsy ,"
merry,1,human,0.72,input,-0.358689849,0.421875,0.010475908,0.369165757,2,"merry old ,"
tall,5,dimension,0.675882353,input,0.015056228,0.647227849,0.017889986,0.002833758,2,"big tall ,big tall ,big tall ,big tall ,big tall ,"
precious,N/A,value,0.755,N/A,0,0.5,0.5,0.5,2,
strong,52,physical,0.64375,input,0.28986001,0.971964273,0.329148436,0.039288426,2,"big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,thick strong ,thick strong ,thick strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,"
dry,1,physical,0.3375,sub,-0.071634697,0.75,0.68714989,0.758784587,2,"nice dry ,"
scary,N/A,value,0.723333333,N/A,0,0.25,0.25,0.25,2,
great,54,value,0.838,input,-0.121907724,0.810546051,0.046602045,0.168509768,2,"great little ,great big ,great big ,great big ,great little ,great little ,great big ,great big ,great little ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,"
short,3,dimension,0.54,input,-0.079667063,0.875,0.447256667,0.52692373,2,"pretty short ,little short ,new short ,"
ripe,N/A,age,0.241666667,N/A,0,0.25,0.25,0.25,2,
wooden,20,material,0.255454545,lexical,0.39826518,0.88648794,0.966293358,0.568028178,2,"little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,beautiful wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,"
light,3,physical,0.562,input,-0.027549043,0.095367432,0.002990878,0.030539922,2,"light waterproof ,light waterproof ,faint light ,"
past,N/A,temporal,0.277692308,N/A,0,0.5,0.5,0.5,2,
